,Hotel_Address,lat,lng,City,Country,lat_updated,lon_updated
742,83 avenue Kl ber 16th arr 75016 Paris France,48.8647019,2.2886425,Paris,France,48.8534951,2.3483915
743,84 King Street Hammersmith and Fulham London W6 0QW United Kingdom,51.4926269,-0.2288598,London,United Kingdom,51.4893335,-0.144055085
744,85 87 RUE DES ARCHIVES 3rd arr 75003 Paris France,48.8636168,2.3607998,Paris,France,48.8534951,2.3483915
745,85 Rue De Bercy 12th arr 75012 Paris France,48.8384558,2.3805885,Paris,France,48.8534951,2.3483915
746,86 88 Clerkenwell Road Islington London EC1M 5RJ United Kingdom,51.522672,-0.1036841,London,United Kingdom,51.4893335,-0.144055085
747,86 Park Lane Westminster Borough London W1K 7TN United Kingdom,51.509841,-0.1552193,London,United Kingdom,51.4893335,-0.144055085
748,86 Quai D Austerlitz 13th arr 75013 Paris France,48.8427364,2.3672171,Paris,France,48.8534951,2.3483915
749,86 Rue Saint Denis 1st arr 75001 Paris France,48.8622723,2.3495707,Paris,France,48.8534951,2.3483915
750,88 Bis Avenue Kl ber 16th arr 75016 Paris France,48.8663089,2.289609,Paris,France,48.8534951,2.3483915
751,88 Holland Road Kensington and Chelsea London W14 8BN United Kingdom,51.4992789,-0.2090733,London,United Kingdom,51.4893335,-0.144055085
752,88 Queens Gate Kensington and Chelsea London SW7 5AB United Kingdom,51.4933372,-0.1788931,London,United Kingdom,51.4893335,-0.144055085
753,88 rue du Faubourg Poissoni re 10th arr 75010 Paris France,48.8776756,2.3493159,Paris,France,48.8534951,2.3483915
754,9 11 rue Balzac 8th arr 75008 Paris France,48.8738672,2.3005894,Paris,France,48.8534951,2.3483915
755,9 11 Sydney Street Kensington and Chelsea London SW3 6PU United Kingdom,51.4910062,-0.1717691,London,United Kingdom,51.4893335,-0.144055085
756,9 13 Bloomsbury Street Nr Covent Garden Camden London WC1B 3QD United Kingdom,51.517608,-0.1276253,London,United Kingdom,51.4893335,-0.144055085
757,9 Carrefour de l Od on 6th arr 75006 Paris France,48.8519208,2.338878,Paris,France,48.8534951,2.3483915
758,9 Knaresborough Place Kensington and Chelsea London SW5 0TP United Kingdom,51.4940285,-0.1910497,London,United Kingdom,51.4893335,-0.144055085
759,9 Place Boulnois 17th arr 75017 Paris France,48.8794223,2.2957628,Paris,France,48.8534951,2.3483915
760,9 Rue de Constantinople 8th arr 75008 Paris France,48.8796596,2.3209155,Paris,France,48.8534951,2.3483915
761,9 rue de la Michodi re 2nd arr 75002 Paris France,48.8696173,2.3346428,Paris,France,48.8534951,2.3483915
762,9 Rue De Li ge 9th arr 75009 Paris France,48.8795947,2.3280695,Paris,France,48.8534951,2.3483915
763,9 Rue de Washington 8th arr 75008 Paris France,48.8726814,2.3020866,Paris,France,48.8534951,2.3483915
764,9 Rue du Sommerard 5th arr 75005 Paris France,48.8497553,2.3467616,Paris,France,48.8534951,2.3483915
765,9 rue frochot 9th arr 75009 Paris France,48.8816073,2.3371648,Paris,France,48.8534951,2.3483915
766,9 rue Git le Coeur 6th arr 75006 Paris France,48.8538608,2.3429487,Paris,France,48.8534951,2.3483915
767,9 rue Gr goire de Tours 6th arr 75006 Paris France,48.853299,2.337993,Paris,France,48.8534951,2.3483915
768,9 Rue Littr 6th arr 75006 Paris France,48.8454447,2.3242814,Paris,France,48.8534951,2.3483915
769,9 Rue Sainte Beuve 6th arr 75006 Paris France,48.8438998,2.3294858,Paris,France,48.8534951,2.3483915
770,9 Villa de Saxe 7th arr 75007 Paris France,48.849758,2.3095213,Paris,France,48.8534951,2.3483915
771,90 92 Lancaster Gate Westminster Borough London W2 3NR United Kingdom,51.5112451,-0.1808938,London,United Kingdom,51.4893335,-0.144055085
772,92 rue de Vaugirard 6th arr 75006 Paris France,48.846837,2.3258066,Paris,France,48.8534951,2.3483915
773,92 Rue Du Cherche Midi 6th arr 75006 Paris France,48.8474426,2.3223783,Paris,France,48.8534951,2.3483915
774,92 Rue La Boetie 8th arr 75008 Paris France,48.8724945,2.3091549,Paris,France,48.8534951,2.3483915
775,92 Southampton Row Camden London WC1B 4BH United Kingdom,51.5201065,-0.1221393,London,United Kingdom,51.4893335,-0.144055085
776,93 Rue de Lille 7th arr 75007 Paris France,48.8603599,2.3230778,Paris,France,48.8534951,2.3483915
777,95 Rue de Richelieu 2nd arr 75002 Paris France,48.8710895,2.3393461,Paris,France,48.8534951,2.3483915
778,97 avenue des Ternes 17th arr 75017 Paris France,48.8803479,2.2858242,Paris,France,48.8534951,2.3483915
779,97 Cromwell Road Kensington and Chelsea London SW7 4DN United Kingdom,51.4942305,-0.1851141,London,United Kingdom,51.4893335,-0.144055085
780,97 Great Russell Street Bloomsbury Camden London WC1B 3LB United Kingdom,51.5179725,-0.1280495,London,United Kingdom,51.4893335,-0.144055085
781,97 rue La Bo tie 8th arr 75008 Paris France,48.874853,2.3245798,Paris,France,48.8534951,2.3483915
782,97 rue Lauriston 16th arr 75016 Paris France,48.8672694,2.2878666,Paris,France,48.8534951,2.3483915
783,98 Avenue d Italie 13th arr 75013 Paris France,48.8252307,2.3569005,Paris,France,48.8534951,2.3483915
784,98 Rue De Clery 2nd arr 75002 Paris France,48.8694768,2.3515065,Paris,France,48.8534951,2.3483915
785,99 Bis Rue De Rome 17th arr 75017 Paris France,48.8837472,2.3186342,Paris,France,48.8534951,2.3483915
786,Albany Street London NW1 3UP United Kingdom,51.5298597,-0.1444623,London,United Kingdom,51.4893335,-0.144055085
787,Albert Cuypstraat 2 6 Oud Zuid 1072 CT Amsterdam Netherlands,52.3544507,4.8875036,Amsterdam,Nederland,52.3730796,4.8924534
788,Aldwych Westminster Borough London WC2B 4DD United Kingdom,51.5131979,-0.1174504,City of Westminster,United Kingdom,51.4973206,-0.137149
789,Aletta Jacobslaan 7 Slotervaart 1066 BP Amsterdam Netherlands,52.3466449,4.8310984,Amsterdam,Nederland,52.3730796,4.8924534
790,Althanstra e 5 09 Alsergrund 1090 Vienna Austria,48.2264063,16.3600628,Wien,Österreich,48.2083537,16.3725042
791,Alzaia Naviglio Grande 8 Navigli 20144 Milan Italy,45.4521067,9.1758135,Milano,Italia,45.4641943,9.1896346
792,Am Heumarkt 35 37 03 Landstra e 1030 Vienna Austria,48.1996129,16.3773546,Wien,Österreich,48.2083537,16.3725042
793,Am Hof 2 01 Innere Stadt 1010 Vienna Austria,48.2105243,16.3683592,Wien,Österreich,48.2083537,16.3725042
794,Am Stadtpark 1 03 Landstra e 1030 Vienna Austria,48.2062268,16.3833767,Wien,Österreich,48.2083537,16.3725042
795,Ample 1 Pla a Duc de Medinaceli Ciutat Vella 08002 Barcelona Spain,41.378751,2.17873,Barcelona,España,41.3828939,2.1774322
796,Amstelstraat 17 Amsterdam City Center 1017 DA Amsterdam Netherlands,52.3663466,4.8985764,Amsterdam,Nederland,52.3730796,4.8924534
797,Angli 60 Sarri St Gervasi 08017 Barcelona Spain,41.4031654,2.1231637,Barcelona,España,41.3828939,2.1774322
798,Anna van den Vondelstraat 6 Oud West 1054 GZ Amsterdam Netherlands,52.3607413,4.8695315,Amsterdam,Nederland,52.3730796,4.8924534
799,Annagasse 16 01 Innere Stadt 1010 Vienna Austria,48.2040859,16.3725046,Wien,Österreich,48.2083537,16.3725042
800,Annagasse 7 01 Innere Stadt 1010 Vienna Austria,48.204183,16.3726664,Wien,Österreich,48.2083537,16.3725042
801,Apollolaan 101 105 Oud Zuid 1077 AN Amsterdam Netherlands,52.3504558,4.8770194,Amsterdam,Nederland,52.3730796,4.8924534
802,Apollolaan 123 125 Oud Zuid 1077 AP Amsterdam Netherlands,52.350396,4.8756404,Amsterdam,Nederland,52.3730796,4.8924534
803,Apollolaan 138 Oud Zuid 1077 BG Amsterdam Netherlands,52.351381,4.872723,Amsterdam,Nederland,52.3730796,4.8924534
804,Apollolaan 2 Oud Zuid 1077 BA Amsterdam Netherlands,52.3486098,4.8844292,Amsterdam,Nederland,52.3730796,4.8924534
805,Arcs 10 Ciutat Vella 08002 Barcelona Spain,41.3846637,2.1740902,Barcelona,España,41.3828939,2.1774322
806,Arend Janszoon Ernststraat 577 Zuideramstel 1082 LD Amsterdam Netherlands,52.3312406,4.8774466,Amsterdam,Nederland,52.3730796,4.8924534
807,Aribau 33 Eixample 08011 Barcelona Spain,41.3873478,2.1603987,Barcelona,España,41.3828939,2.1774322
808,Aribau 54 Eixample 08011 Barcelona Spain,41.3880549,2.1599602,Barcelona,España,41.3828939,2.1774322
809,Arlandaweg 10 Westpoort 1043 EW Amsterdam Netherlands,52.3856494,4.834443,Amsterdam,Nederland,52.3730796,4.8924534
810,Aspernbr ckengasse 1 02 Leopoldstadt 1020 Vienna Austria,48.2134246,16.3831309,Wien,Österreich,48.2083537,16.3725042
811,Auerspergstra e 9 08 Josefstadt 1080 Vienna Austria,48.2083518,16.354532,Wien,Österreich,48.2083537,16.3725042
812,Ausi s Marc 34 Eixample 08010 Barcelona Spain,41.3919114,2.1765438,Barcelona,España,41.3828939,2.1774322
813,Avenida Bogatell 64 68 Sant Mart 08005 Barcelona Spain,41.393227,2.1927427,Barcelona,España,41.3828939,2.1774322
814,Avenida Diagonal 1 Sant Mart 08019 Barcelona Spain,41.4109715,2.2186535,Barcelona,España,41.3828939,2.1774322
815,Avenida Diagonal 201 Sant Mart 08018 Barcelona Spain,41.4038774,2.1911894,Barcelona,España,41.3828939,2.1774322
816,Avenida Diagonal 205 Sant Mart 08018 Barcelona Spain,41.4036219,2.1902808,Barcelona,España,41.3828939,2.1774322
817,Avenida Diagonal 555 Les Corts 08029 Barcelona Spain,41.3899609,2.135684,Barcelona,España,41.3828939,2.1774322
818,Avenida Diagonal 568 Sarri St Gervasi 08021 Barcelona Spain,41.3944029,2.150194,Barcelona,España,41.3828939,2.1774322
819,Avenida Diagonal 570 Sarri St Gervasi 08021 Barcelona Spain,41.3941338,2.1489569,Barcelona,España,41.3828939,2.1774322
820,Avenida Diagonal 589 591 Les Corts 08014 Barcelona Spain,41.388682,2.1316368,Barcelona,España,41.3828939,2.1774322
821,Avenida Diagonal 596 Sarri St Gervasi 08021 Barcelona Spain,41.3933943,2.1461315,Barcelona,España,41.3828939,2.1774322
822,Avenida Diagonal 661 671 Les Corts 08028 Barcelona Spain,41.3835246,2.1096141,Barcelona,España,41.3828939,2.1774322
823,Avenida Litoral 10 Ciutat Vella 08005 Barcelona Spain,41.3860183,2.19473,Barcelona,España,41.3828939,2.1774322
824,Avenida Marqu s de l Argentera 4 Ciutat Vella 08003 Barcelona Spain,41.3837583,2.1846933,Barcelona,España,41.3828939,2.1774322
825,Avenida Meridiana 151 Sant Mart 08026 Barcelona Spain,41.4110056,2.1866009,Barcelona,España,41.3828939,2.1774322
826,Avenida Paralelo 57 59 Sants Montju c 08004 Barcelona Spain,41.3747031,2.1707106,Barcelona,España,41.3828939,2.1774322
827,Avenida Pearson 1 3 Les Corts 08034 Barcelona Spain,41.39367,2.1115418,Barcelona,España,41.3828939,2.1774322
828,Avenida Rius y Taulet 1 3 Sants Montju c 08004 Barcelona Spain,41.3725246,2.1540788,Barcelona,España,41.3828939,2.1774322
829,Avenida Roma 2 4 Sants Montju c 08014 Barcelona Spain,41.3795572,2.1425457,Barcelona,España,41.3828939,2.1774322
830,Avenida Roma 22 30 Eixample 08015 Barcelona Spain,41.3810311,2.1455516,Barcelona,España,41.3828939,2.1774322
831,Avenida Roma 23 Eixample 08029 Barcelona Spain,41.3815028,2.1449138,Barcelona,España,41.3828939,2.1774322
832,Avenida Roma 93 95 Eixample 08029 Barcelona Spain,41.3844072,2.1514584,Barcelona,España,41.3828939,2.1774322
833,Avenida Sarri 50 Les Corts 08029 Barcelona Spain,41.391058,2.141706,Barcelona,España,41.3828939,2.1774322
834,Avenida Tibidabo 1 Sarri St Gervasi 08022 Barcelona Spain,41.4106944,2.136294,Barcelona,España,41.3828939,2.1774322
835,Avinguda Catedral 7 Ciutat Vella 08002 Barcelona Spain,41.3849613,2.1756666,Barcelona,España,41.3828939,2.1774322
836,Avinguda Icaria 195 Sant Mart 08005 Barcelona Spain,41.3935591,2.1993915,Barcelona,España,41.3828939,2.1774322
837,Avinguda Paral lel 76 78 Ciutat Vella 08001 Barcelona Spain,41.375237,2.1684058,Barcelona,España,41.3828939,2.1774322
838,Avinyo 30 Ciutat Vella 08002 Barcelona Spain,41.3807517,2.1772425,Barcelona,España,41.3828939,2.1774322
839,Bail n 4 6 Eixample 08010 Barcelona Spain,41.33779,2.11617,Barcelona,España,41.3828939,2.1774322
840,Ballester 77 81 Gr cia 08023 Barcelona Spain,41.408641,2.1478143,Barcelona,España,41.3828939,2.1774322
841,Balmes 103 105 Eixample 08008 Barcelona Spain,41.3917169,2.1592614,Barcelona,España,41.3828939,2.1774322
842,Balmes 117 Eixample 08008 Barcelona Spain,41.392095,2.158493,Barcelona,España,41.3828939,2.1774322
843,Balmes 142 146 Eixample 08008 Barcelona Spain,41.3938632,2.1568039,Barcelona,España,41.3828939,2.1774322
844,Basil Street Knightsbridge Kensington and Chelsea London SW3 1AT United Kingdom,51.4997486,-0.1615242,London,United Kingdom,51.4893335,-0.144055085
845,Baumgasse 83 03 Landstra e 1030 Vienna Austria,48.191373,16.4082294,Wien,Österreich,48.2083537,16.3725042
846,Belgrove Street Camden London WC1H 8AB United Kingdom,51.5294411,-0.1233745,London,United Kingdom,51.4893335,-0.144055085
847,Bellamyplein 47 Oud West 1053 AT Amsterdam Netherlands,52.3677568,4.8682174,Amsterdam,Nederland,52.3730796,4.8924534
848,Beltran i R zpide 7 9 Les Corts 08034 Barcelona Spain,41.3893478,2.1209755,Barcelona,España,41.3828939,2.1774322
849,Bergara 11 Eixample 08002 Barcelona Spain,41.3865289,2.1682919,Barcelona,España,41.3828939,2.1774322
850,Bergara 2 4 Eixample 08002 Barcelona Spain,41.3858891,2.1681652,Barcelona,España,41.3828939,2.1774322
851,Bergara 8 Eixample 08002 Barcelona Spain,41.386136,2.1682914,Barcelona,España,41.3828939,2.1774322
852,Berruguete 126 Horta Guinard 08035 Barcelona Spain,41.4337561,2.147327,Barcelona,España,41.3828939,2.1774322
853,Bloomsbury Way Camden London WC1A 2SD United Kingdom,51.5179659,-0.1234343,London,United Kingdom,51.4893335,-0.144055085
854,Boltzmanngasse 8 09 Alsergrund 1090 Vienna Austria,48.2216779,16.3567111,Wien,Österreich,48.2083537,16.3725042
855,Bond Street Mayfair Westminster Borough London W1S 2YF United Kingdom,51.5144418,-0.146432,City of Westminster,United Kingdom,51.4973206,-0.137149
856,Boquer a 10 Ciutat Vella 08002 Barcelona Spain,41.3812223,2.1739622,Barcelona,España,41.3828939,2.1774322
857,Boria 24 26 Ciutat Vella 08003 Barcelona Spain,41.3846844,2.1791065,Barcelona,España,41.3828939,2.1774322
858,Breite Gasse 9 07 Neubau 1070 Vienna Austria,48.2035677,16.356445,Wien,Österreich,48.2083537,16.3725042
859,Bridges Court Road Battersea London SW11 3BE United Kingdom,51.4689559,-0.1787256,London,United Kingdom,51.4893335,-0.144055085
860,Bryanston Street Marble Arch Westminster Borough London W1H 7EH United Kingdom,51.5144004,-0.1565506,London,United Kingdom,51.4893335,-0.144055085
861,Buckingham Gate Westminster Borough London SW1E 6AF United Kingdom,51.498861,-0.1374897,London,United Kingdom,51.4893335,-0.144055085
862,Burggasse 2 07 Neubau 1070 Vienna Austria,48.204576,16.3563661,Wien,Österreich,48.2083537,16.3725042
863,C rcega 368 Eixample 08037 Barcelona Spain,41.3986093,2.1625037,Barcelona,España,41.3828939,2.1774322
864,C rsega 289 Eixample 08008 Barcelona Spain,41.3944574,2.1564353,Barcelona,España,41.3828939,2.1774322
865,Cadogan Place Kensington and Chelsea London SW1X 9PY United Kingdom,51.4973568,-0.1576728,London,United Kingdom,51.4893335,-0.144055085
866,Calabria 115 117 Eixample 08015 Barcelona Spain,41.3802469,2.1541149,Barcelona,España,41.3828939,2.1774322
867,Calabria 90 92 Eixample 08015 Barcelona Spain,41.37913,2.1561186,Barcelona,España,41.3828939,2.1774322
868,Calle K s n Entrada principal Mercabarna Sants Montju c 08040 Barcelona Spain,41.3283758,2.1129638,Barcelona,España,41.3828939,2.1774322
869,Calvet 40 42 Sarri St Gervasi 08021 Barcelona Spain,41.3948175,2.1434702,Barcelona,España,41.3828939,2.1774322
870,Capellans 4 Ciutat Vella 08002 Barcelona Spain,41.384829,2.1751277,Barcelona,España,41.3828939,2.1774322
871,Capitan Arenas 20 Les Corts 08034 Barcelona Spain,41.3904305,2.1262314,Barcelona,España,41.3828939,2.1774322
872,Carburton Street Westminster Borough London W1W 5EE United Kingdom,51.5222472,-0.1426128,City of Westminster,United Kingdom,51.4973206,-0.137149
873,Cardenal Reig 11 Les Corts 08028 Barcelona Spain,41.3777977,2.1135971,Barcelona,España,41.3828939,2.1774322
874,Cardington Street Euston Camden London NW1 2LP United Kingdom,51.5291423,-0.1372782,London,United Kingdom,51.4893335,-0.144055085
875,Carlos Place Westminster Borough London W1K 2AL United Kingdom,51.5101556,-0.1496314,London,United Kingdom,51.4893335,-0.144055085
876,Carrer de Arag 271 Eixample 08007 Barcelona Spain,41.3929366,2.1653954,Barcelona,España,41.3828939,2.1774322
877,Carretera Vallvidrera Tibidabo 83 93 Horta Guinard 08035 Barcelona Spain,41.4253332,2.1211028,Barcelona,España,41.3828939,2.1774322
878,Caspe 103 Eixample 08013 Barcelona Spain,41.3961021,2.1794688,Barcelona,España,41.3828939,2.1774322
879,Catherine Grove Greenwich Greenwich London SE10 8BB United Kingdom,51.474469,-0.019428,London,United Kingdom,51.4893335,-0.144055085
880,Chassestraat 62 64 De Baarsjes 1057 JJ Amsterdam Netherlands,52.3696719,4.8614475,Amsterdam,Nederland,52.3730796,4.8924534
881,Chelsea Harbour Hammersmith and Fulham London SW10 0XG United Kingdom,51.4756558,-0.1813888,London,United Kingdom,51.4893335,-0.144055085
882,Coburgbastei 4 01 Innere Stadt 1010 Vienna Austria,48.2058584,16.3766545,Wien,Österreich,48.2083537,16.3725042
883,Comte Borrell 208 Eixample 08029 Barcelona Spain,41.3859873,2.1514021,Barcelona,España,41.3828939,2.1774322
884,Comte d Urgell 232 Eixample 08036 Barcelona Spain,41.3895237,2.1490307,Barcelona,España,41.3828939,2.1774322
885,Consell de Cent 498 500 Eixample 08013 Barcelona Spain,41.4006653,2.1787089,Barcelona,España,41.3828939,2.1774322
886,Consell de Cent 51 53 Sants Montju c 08014 Barcelona Spain,41.376801,2.1460443,Barcelona,España,41.3828939,2.1774322
887,Coopers Row City of London London EC3N 2BQ United Kingdom,51.5110114,-0.0771251,City of London,United Kingdom,51.5156177,-0.0919983
888,Coram Street Camden London WC1N 1HT United Kingdom,51.5241248,-0.1258066,London,United Kingdom,51.4893335,-0.144055085
889,Corcega 255 Eixample 08036 Barcelona Spain,41.3930406,2.1545393,Barcelona,España,41.3828939,2.1774322
890,Corso Buenos Aires 3 Milan City Center 20124 Milan Italy,45.4758842,9.205791,Milano,Italia,45.4641943,9.1896346
891,Corso Buenos Aires 33 Central Station 20124 Milan Italy,45.4794406,9.2096756,Milano,Italia,45.4641943,9.1896346
892,Corso Buenos Aires 42 5 Central Station 20124 Milan Italy,45.4858877,9.2042827,Milano,Italia,45.4641943,9.1896346
893,Corso Concordia 1 Milan City Center 20129 Milan Italy,45.4682358,9.2073799,Milano,Italia,45.4641943,9.1896346
894,Corso Di Porta Nuova 1 Milan City Center 20121 Milan Italy,45.473348,9.1910733,Milano,Italia,45.4641943,9.1896346
895,Corso di Porta Romana 48 Milan City Center 20122 Milan Italy,45.4580781,9.1924205,Milano,Italia,45.4641943,9.1896346
896,Corso di Porta Romana 64 Milan City Center 20122 Milan Italy,45.4572218,9.1937008,Milano,Italia,45.4641943,9.1896346
897,Corso di Porta Vigentina 46 Milan City Center 20122 Milan Italy,45.4529643,9.1962217,Milano,Italia,45.4641943,9.1896346
898,Corso Europa 9 Milan City Center 20122 Milan Italy,45.4642651,9.1960569,Milano,Italia,45.4641943,9.1896346
899,Corso Garibaldi 84 Milan City Center 20121 Milan Italy,45.4769923,9.1844899,Milano,Italia,45.4641943,9.1896346
900,Corso Giacomo Matteotti 4 6 Milan City Center 20121 Milan Italy,45.46676,9.194293,Milano,Italia,45.4641943,9.1896346
901,Corso Magenta 19 Milan City Center 20123 Milan Italy,45.4656023,9.1778675,Milano,Italia,45.4641943,9.1896346
902,Corso Sempione 69 Fiera Milano City 20149 Milan Italy,45.4848809,9.1596461,Milano,Italia,45.4641943,9.1896346
903,Corso Sempione 91 Fiera Milano City 20149 Milan Italy,45.4867005,9.1575137,Milano,Italia,45.4641943,9.1896346
904,Crist bal de Moura 138 Sant Mart 08019 Barcelona Spain,41.4126508,2.2090895,Barcelona,España,41.3828939,2.1774322
905,D u i Mata 66 99 Les Corts 08029 Barcelona Spain,41.3885274,2.1360471,Barcelona,España,41.3828939,2.1774322
906,Dam 9 Amsterdam City Center 1012 JS Amsterdam Netherlands,52.3727067,4.8943658,Amsterdam,Nederland,52.3730796,4.8924534
907,Damrak 1 5 Amsterdam City Center 1012 LG Amsterdam Netherlands,52.377278,4.897818,Amsterdam,Nederland,52.3730796,4.8924534
908,Damrak 93 94 Amsterdam City Center 1012 LP Amsterdam Netherlands,52.373704,4.893591,Amsterdam,Nederland,52.3730796,4.8924534
909,Damrak 96 Amsterdam City Center 1012 LP Amsterdam Netherlands,52.3735266,4.8933041,Amsterdam,Nederland,52.3730796,4.8924534
910,Daungasse 1 6 7 08 Josefstadt 1080 Vienna Austria,48.2133296,16.3471399,Wien,Österreich,48.2083537,16.3725042
911,De Boelelaan 2 Zuideramstel 1083 HJ Amsterdam Netherlands,52.3351951,4.8885354,Amsterdam,Nederland,52.3730796,4.8924534
912,De Passage 90 Noord Holland Zuidoost 1101 AX Amsterdam Netherlands,52.314371,4.9388064,Amsterdam,Nederland,52.3730796,4.8924534
913,Delflandlaan 15 Slotervaart 1062 EA Amsterdam Netherlands,52.3511137,4.8411629,Amsterdam,Nederland,52.3730796,4.8924534
914,Dels Lledo 7 Ciutat Vella 08003 Barcelona Spain,41.3827,2.1791999,Barcelona,España,41.3828939,2.1774322
915,Desider Friedmann Platz 2 01 Innere Stadt 1010 Vienna Austria,48.2114567,16.3738677,Wien,Österreich,48.2083537,16.3725042
916,Diagonal Pere IV 272 Sant Mart 08005 Barcelona Spain,41.4061636,2.2008956,Barcelona,España,41.3828939,2.1774322
917,Dijsselhofplantsoen 7 Oud Zuid 1077 BJ Amsterdam Netherlands,52.3511447,4.8740764,Amsterdam,Nederland,52.3730796,4.8924534
918,Diputaci 195 Eixample 08011 Barcelona Spain,41.3861153,2.1611899,Barcelona,España,41.3828939,2.1774322
919,Diputaci 257 Eixample 08007 Barcelona Spain,41.3897945,2.1660575,Barcelona,España,41.3828939,2.1774322
920,Diputaci 262 264 Eixample 08007 Barcelona Spain,41.3908486,2.1680745,Barcelona,España,41.3828939,2.1774322
921,Diputacion 250 Eixample 08007 Barcelona Spain,41.3888014,2.1653738,Barcelona,España,41.3828939,2.1774322
922,Distelkade 21 Amsterdam Noord 1031 XP Amsterdam Netherlands,52.3923684,4.9110442,Amsterdam,Nederland,52.3730796,4.8924534
923,Doctor Carulla 25 Sarri St Gervasi 08017 Barcelona Spain,41.4002812,2.1297427,Barcelona,España,41.3828939,2.1774322
924,Doctor Trueta 164 Sant Mart 08005 Barcelona Spain,41.3959587,2.2008981,Barcelona,España,41.3828939,2.1774322
925,Donau City Stra e 7 22 Donaustadt 1220 Vienna Austria,48.231911,16.4129493,Wien,Österreich,48.2083537,16.3725042
926,Dorotheergasse 3 01 Innere Stadt 1010 Vienna Austria,48.2078955,16.3701084,Wien,Österreich,48.2083537,16.3725042
927,Duc De Medinaceli 8 Ciutat Vella 08002 Barcelona Spain,41.3781685,2.1786627,Barcelona,España,41.3828939,2.1774322
928,Eerste Constantijn Huygensstraat 10A Oud West 1054 BR Amsterdam Netherlands,52.36513,4.8729422,Amsterdam,Nederland,52.3730796,4.8924534
929,Eerste Constantijn huygensstraat 26G Oud West 1054 BR Amsterdam Netherlands,52.364962,4.873495,Amsterdam,Nederland,52.3730796,4.8924534
930,Elisabets 11 Ciutat Vella 08001 Barcelona Spain,41.3832414,2.1685298,Barcelona,España,41.3828939,2.1774322
931,Empire Way Wembley Brent London HA9 8DS United Kingdom,51.5590955,-0.284704,London,United Kingdom,51.4893335,-0.144055085
932,Engerthstra e 173 175 02 Leopoldstadt 1020 Vienna Austria,48.2273013,16.4001791,Wien,Österreich,48.2083537,16.3725042
933,Enric Granados 62 64 Eixample 08008 Barcelona Spain,41.392018,2.157066,Barcelona,España,41.3828939,2.1774322
934,Enrique Granados 83 Eixample 08008 Barcelona Spain,41.391843,2.156844,Barcelona,España,41.3828939,2.1774322
935,Epping Forest 30 Oak Hill London IG8 9NY United Kingdom,51.603207,0.010607,London,United Kingdom,51.4893335,-0.144055085
936,Espronceda 6 Sant Mart 08005 Barcelona Spain,41.4014399,2.2100745,Barcelona,España,41.3828939,2.1774322
937,Europaboulevard 10 Zuideramstel 1083 AD Amsterdam Netherlands,52.333803,4.8884708,Amsterdam,Nederland,52.3730796,4.8924534
938,Euston Road Camden London NW1 2AR United Kingdom,51.5267769,-0.1324905,London,United Kingdom,51.4893335,-0.144055085
939,Excel 2 Festoon Way Royal Victoria Dock Newham London E16 1RH United Kingdom,51.507377,0.038657,London,United Kingdom,51.4893335,-0.144055085
940,F hrichgasse 10 01 Innere Stadt 1010 Vienna Austria,48.2051299,16.369036,Wien,Österreich,48.2083537,16.3725042
941,Favoritenstra e 12 04 Wieden 1040 Vienna Austria,48.1949694,16.3692624,Wien,Österreich,48.2083537,16.3725042
942,Felberstra e 4 15 Rudolfsheim F nfhaus 1150 Vienna Austria,48.1983543,16.3375246,Wien,Österreich,48.2083537,16.3725042
943,Ferdinand Bolstraat 194 Oud Zuid 1072 LW Amsterdam Netherlands,52.3497431,4.8911908,Amsterdam,Nederland,52.3730796,4.8924534
944,Ferdinand Bolstraat 333 Oud Zuid 1072 LH Amsterdam Netherlands,52.3487635,4.8938829,Amsterdam,Nederland,52.3730796,4.8924534
945,Filmteichstra e 5 10 Favoriten 1100 Vienna Austria,48.1513676,16.4064709,Wien,Österreich,48.2083537,16.3725042
946,Fizeaustraat 2 Oost 1097 SC Amsterdam Netherlands,52.3451511,4.9252372,Amsterdam,Nederland,52.3730796,4.8924534
947,Fleischmarkt 1a 01 Innere Stadt 1010 Vienna Austria,48.2114087,16.3746469,Wien,Österreich,48.2083537,16.3725042
948,Frankenberggasse 10 04 Wieden 1040 Vienna Austria,48.1975497,16.3686397,Wien,Österreich,48.2083537,16.3725042
949,Freytaggasse 25 27 21 Floridsdorf 1210 Vienna Austria,48.2565936,16.4031426,Wien,Österreich,48.2083537,16.3725042
950,Fulham Road Stamford Bridge Hammersmith and Fulham London SW6 1HS United Kingdom,51.481663,-0.1909565,London,United Kingdom,51.4893335,-0.144055085
951,Galleria Del Corso 3 Milan City Center 20122 Milan Italy,45.4644348,9.1952727,Milano,Italia,45.4641943,9.1896346
952,George Gershwinlaan 101 Zuideramstel 1082 MT Amsterdam Netherlands,52.3357326,4.8743947,Amsterdam,Nederland,52.3730796,4.8924534
953,George Street Westminster Borough London W1H 5BJ United Kingdom,51.5179386,-0.1529794,London,United Kingdom,51.4893335,-0.144055085
954,Getreidemarkt 5 06 Mariahilf 1060 Vienna Austria,48.200561,16.3647063,Wien,Österreich,48.2083537,16.3725042
955,Girona 158 Eixample 08037 Barcelona Spain,41.3991773,2.1656134,Barcelona,España,41.3828939,2.1774322
956,Gr nentorgasse 30 09 Alsergrund 1090 Vienna Austria,48.22448,16.354,Wien,Österreich,48.2083537,16.3725042
